instant,date,season,year,month,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,count
182,2011-07-01,Fall,2011,July,Not Holiday,Fri,Yes,Clear,25.957500000000003,0.652162,39.625,6.874736,1246,4116,5362
183,2011-07-02,Fall,2011,July,Not Holiday,Sat,No,Clear,26.701651,0.667308,44.4583,7.709154,2204,2915,5119
184,2011-07-03,Fall,2011,July,Not Holiday,Sun,No,Misty,25.683349,0.668575,68.25,15.333486,2282,2367,4649
185,2011-07-04,Fall,2011,July,Holiday,Mon,No,Misty,26.153349,0.665417,63.7917,5.4591064000000005,3065,2978,6043
186,2011-07-05,Fall,2011,July,Not Holiday,Tue,Yes,Clear,27.093348999999996,0.696338,59.0417,8.459286,1031,3634,4665
187,2011-07-06,Fall,2011,July,Not Holiday,Wed,Yes,Clear,25.839999999999996,0.685633,74.33330000000001,10.042161,784,3845,4629
188,2011-07-07,Fall,2011,July,Not Holiday,Thu,Yes,Clear,27.25,0.686871,65.125,10.666400000000001,754,3838,4592
189,2011-07-08,Fall,2011,July,Not Holiday,Fri,Yes,Misty,25.330849,0.670483,75.79169999999999,15.083643,692,3348,4040
190,2011-07-09,Fall,2011,July,Not Holiday,Sat,No,Clear,26.466651,0.664158,60.9167,11.250104,1988,3348,5336
191,2011-07-10,Fall,2011,July,Not Holiday,Sun,No,Clear,27.1325,0.690025,57.8333,12.292557,1743,3138,4881
192,2011-07-11,Fall,2011,July,Not Holiday,Mon,Yes,Clear,27.8375,0.729804,63.5833,18.916579,723,3363,4086
193,2011-07-12,Fall,2011,July,Not Holiday,Tue,Yes,Clear,29.325848999999998,0.739275,55.9167,13.417017999999999,662,3596,4258
194,2011-07-13,Fall,2011,July,Not Holiday,Wed,Yes,Clear,27.093348999999996,0.689404,63.1667,9.790911000000001,748,3594,4342
195,2011-07-14,Fall,2011,July,Not Holiday,Thu,Yes,Clear,23.999151,0.635104,47.625,16.124689,888,4196,5084
196,2011-07-15,Fall,2011,July,Not Holiday,Fri,Yes,Clear,23.176650999999996,0.624371,59.12500000000001,12.249811,1318,4220,5538
197,2011-07-16,Fall,2011,July,Not Holiday,Sat,No,Clear,24.273349000000003,0.638263,58.5,13.958914,2418,3505,5923
198,2011-07-17,Fall,2011,July,Not Holiday,Sun,No,Clear,25.800849,0.669833,60.4167,16.417211,2006,3296,5302
199,2011-07-18,Fall,2011,July,Not Holiday,Mon,Yes,Clear,27.093348999999996,0.703925,65.125,14.458867999999999,841,3617,4458
200,2011-07-19,Fall,2011,July,Not Holiday,Tue,Yes,Clear,28.503349,0.747479,65.0417,8.7502,752,3789,4541
201,2011-07-20,Fall,2011,July,Not Holiday,Wed,Yes,Clear,28.111651000000002,0.74685,70.70830000000001,7.625739,644,3688,4332
202,2011-07-21,Fall,2011,July,Not Holiday,Thu,Yes,Misty,30.305,0.826371,69.125,14.875407,632,3152,3784
203,2011-07-22,Fall,2011,July,Not Holiday,Fri,Yes,Clear,31.871651,0.840896,58.0417,8.9177,562,2825,3387
204,2011-07-23,Fall,2011,July,Not Holiday,Sat,No,Clear,31.910849,0.804287,50.0,8.791807,987,2298,3285
205,2011-07-24,Fall,2011,July,Not Holiday,Sun,No,Clear,31.009999999999998,0.794829,55.0833,11.334456999999999,1050,2556,3606
206,2011-07-25,Fall,2011,July,Not Holiday,Mon,Yes,Clear,26.936650999999998,0.720958,75.7083,6.0841560999999995,568,3272,3840
207,2011-07-26,Fall,2011,July,Not Holiday,Tue,Yes,Clear,28.268349,0.696979,54.0833,13.417285999999999,750,3840,4590
208,2011-07-27,Fall,2011,July,Not Holiday,Wed,Yes,Clear,28.425000000000004,0.690667,40.291700000000006,12.292020999999998,755,3901,4656
209,2011-07-28,Fall,2011,July,Not Holiday,Thu,Yes,Clear,28.620849,0.7399,58.3333,11.958093,606,3784,4390
210,2011-07-29,Fall,2011,July,Not Holiday,Fri,Yes,Clear,31.401651,0.785967,54.25,11.667245999999999,670,3176,3846
211,2011-07-30,Fall,2011,July,Not Holiday,Sat,No,Clear,29.795848999999997,0.728537,46.5833,11.291979,1559,2916,4475
212,2011-07-31,Fall,2011,July,Not Holiday,Sun,No,Clear,29.874150999999998,0.729796,48.0833,11.042470999999999,1524,2778,4302
213,2011-08-01,Fall,2011,Aug,Not Holiday,Mon,Yes,Clear,28.268349,0.703292,55.0833,10.500039,729,3537,4266
214,2011-08-02,Fall,2011,Aug,Not Holiday,Tue,Yes,Clear,28.816651,0.707071,49.125,13.79195,801,4044,4845
215,2011-08-03,Fall,2011,Aug,Not Holiday,Wed,Yes,Misty,26.388348999999998,0.679937,65.75,9.084061,467,3107,3574
216,2011-08-04,Fall,2011,Aug,Not Holiday,Thu,Yes,Misty,25.369999999999997,0.664788,75.75,13.20905,799,3777,4576
217,2011-08-05,Fall,2011,Aug,Not Holiday,Fri,Yes,Clear,25.409151,0.656567,63.083299999999994,12.374632,1023,3843,4866
218,2011-08-06,Fall,2011,Aug,Not Holiday,Sat,No,Misty,25.683349,0.676154,75.5,15.29275,1521,2773,4294
219,2011-08-07,Fall,2011,Aug,Not Holiday,Sun,No,Clear,26.8975,0.715292,75.29169999999999,13.499629,1298,2487,3785
220,2011-08-08,Fall,2011,Aug,Not Holiday,Mon,Yes,Clear,27.955,0.703283,59.2083,12.875725000000001,846,3480,4326
221,2011-08-09,Fall,2011,Aug,Not Holiday,Tue,Yes,Clear,28.425000000000004,0.724121,57.04169999999999,10.125107,907,3695,4602
222,2011-08-10,Fall,2011,Aug,Not Holiday,Wed,Yes,Clear,28.033349,0.684983,42.4167,13.417285999999999,884,3896,4780
223,2011-08-11,Fall,2011,Aug,Not Holiday,Thu,Yes,Clear,25.722500000000004,0.651521,42.375,11.041332,812,3980,4792
224,2011-08-12,Fall,2011,Aug,Not Holiday,Fri,Yes,Clear,25.291651,0.654042,41.5,8.416607,1051,3854,4905
225,2011-08-13,Fall,2011,Aug,Not Holiday,Sat,No,Misty,24.234151000000004,0.645858,72.9583,14.167418,1504,2646,4150
226,2011-08-14,Fall,2011,Aug,Not Holiday,Sun,No,Misty,23.803349,0.624388,81.75,14.916411,1338,2482,3820
227,2011-08-15,Fall,2011,Aug,Not Holiday,Mon,Yes,Clear,23.294151,0.616167,71.20830000000001,13.999918,775,3563,4338
228,2011-08-16,Fall,2011,Aug,Not Holiday,Tue,Yes,Clear,24.939151000000003,0.645837,57.8333,15.834043000000001,721,4004,4725
229,2011-08-17,Fall,2011,Aug,Not Holiday,Wed,Yes,Clear,25.996651,0.666671,57.5417,9.625689,668,4026,4694
230,2011-08-18,Fall,2011,Aug,Not Holiday,Thu,Yes,Clear,25.448349,0.662258,65.45830000000001,15.624936,639,3166,3805
231,2011-08-19,Fall,2011,Aug,Not Holiday,Fri,Yes,Misty,24.195,0.633221,72.2917,9.333635999999998,797,3356,4153
232,2011-08-20,Fall,2011,Aug,Not Holiday,Sat,No,Clear,24.7825,0.648996,67.41669999999999,6.999289,1914,3277,5191
233,2011-08-21,Fall,2011,Aug,Not Holiday,Sun,No,Clear,25.409151,0.675525,77.0,16.666518,1249,2624,3873
234,2011-08-22,Fall,2011,Aug,Not Holiday,Mon,Yes,Clear,24.508349000000003,0.638254,47.0,18.54225,833,3925,4758
235,2011-08-23,Fall,2011,Aug,Not Holiday,Tue,Yes,Clear,22.119151,0.606067,45.5417,9.833121,1281,4614,5895
236,2011-08-24,Fall,2011,Aug,Not Holiday,Wed,Yes,Clear,23.646651,0.630692,60.5,16.958236,949,4181,5130
237,2011-08-25,Fall,2011,Aug,Not Holiday,Thu,Yes,Misty,24.155848999999996,0.645854,77.1667,14.125810999999999,435,3107,3542
238,2011-08-26,Fall,2011,Aug,Not Holiday,Fri,Yes,Clear,24.9,0.659733,76.125,5.625487499999999,768,3893,4661
239,2011-08-27,Fall,2011,Aug,Not Holiday,Sat,No,Misty,23.96,0.635556,85.0,25.166338999999997,226,889,1115
240,2011-08-28,Fall,2011,Aug,Not Holiday,Sun,No,Clear,25.231772999999997,0.647959,56.1765,20.412153,1415,2919,4334
241,2011-08-29,Fall,2011,Aug,Not Holiday,Mon,Yes,Clear,21.923348999999998,0.607958,55.45830000000001,10.708275,729,3905,4634
242,2011-08-30,Fall,2011,Aug,Not Holiday,Tue,Yes,Clear,22.040849,0.594704,54.833299999999994,8.375536,775,4429,5204
243,2011-08-31,Fall,2011,Aug,Not Holiday,Wed,Yes,Clear,22.863349,0.611121,59.791700000000006,5.5833311,688,4370,5058
244,2011-09-01,Fall,2011,Sep,Not Holiday,Thu,Yes,Clear,22.785,0.614921,63.916700000000006,9.500332,783,4332,5115
245,2011-09-02,Fall,2011,Sep,Not Holiday,Fri,Yes,Misty,22.236651000000002,0.604808,72.70830000000001,9.375243,875,3852,4727
246,2011-09-03,Fall,2011,Sep,Not Holiday,Sat,No,Clear,23.450848999999998,0.633213,71.6667,12.416775,1935,2549,4484
247,2011-09-04,Fall,2011,Sep,Not Holiday,Sun,No,Clear,25.330849,0.665429,74.20830000000001,13.833289,2521,2419,4940
248,2011-09-05,Fall,2011,Sep,Holiday,Mon,No,Misty,23.646651,0.625646,79.0417,14.250632,1236,2115,3351
249,2011-09-06,Fall,2011,Sep,Not Holiday,Tue,Yes,Light Rain,17.380000000000003,0.5152,88.6957,23.044181,204,2506,2710
250,2011-09-07,Fall,2011,Sep,Not Holiday,Wed,Yes,Light Rain,20.160849,0.544229,91.7083,6.500393600000001,118,1878,1996
251,2011-09-08,Fall,2011,Sep,Not Holiday,Thu,Yes,Light Rain,21.793910999999998,0.555361,93.9565,12.914116,153,1689,1842
252,2011-09-09,Fall,2011,Sep,Not Holiday,Fri,Yes,Misty,22.55,0.578946,89.79169999999999,8.333393000000001,417,3127,3544
253,2011-09-10,Fall,2011,Sep,Not Holiday,Sat,No,Clear,23.020000000000003,0.607962,75.375,10.291736,1750,3595,5345
254,2011-09-11,Fall,2011,Sep,Not Holiday,Sun,No,Clear,22.706651,0.609229,71.375,7.708618,1633,3413,5046
255,2011-09-12,Fall,2011,Sep,Not Holiday,Mon,Yes,Clear,22.284356000000002,0.60213,69.2174,5.957171000000001,690,4023,4713
256,2011-09-13,Fall,2011,Sep,Not Holiday,Tue,Yes,Clear,22.589151,0.603554,71.25,9.500868,701,4062,4763
257,2011-09-14,Fall,2011,Sep,Not Holiday,Wed,Yes,Clear,23.646651,0.6269,69.7083,11.2091,647,4138,4785
258,2011-09-15,Fall,2011,Sep,Not Holiday,Thu,Yes,Misty,19.142500000000002,0.553671,70.9167,18.166782,428,3231,3659
259,2011-09-16,Fall,2011,Sep,Not Holiday,Fri,Yes,Misty,14.050849,0.461475,59.0417,11.000261,742,4018,4760
260,2011-09-17,Fall,2011,Sep,Not Holiday,Sat,No,Misty,15.108349,0.478512,71.8333,12.708225,1434,3077,4511
261,2011-09-18,Fall,2011,Sep,Not Holiday,Sun,No,Clear,15.8525,0.490537,69.5,11.958361,1353,2921,4274
262,2011-09-19,Fall,2011,Sep,Not Holiday,Mon,Yes,Misty,17.810848999999997,0.529675,69.0,10.166713999999999,691,3848,4539
263,2011-09-20,Fall,2011,Sep,Not Holiday,Tue,Yes,Misty,18.398349,0.532217,88.125,9.041917999999999,438,3203,3641
264,2011-09-21,Fall,2011,Sep,Not Holiday,Wed,Yes,Misty,19.965,0.550533,90.0,6.4590814,539,3813,4352
265,2011-09-22,Fall,2011,Sep,Not Holiday,Thu,Yes,Misty,21.531651,0.554963,90.2083,8.584375,555,4240,4795
266,2011-09-23,Winter,2011,Sep,Not Holiday,Fri,Yes,Misty,20.630849,0.522125,97.25,5.2505689,258,2137,2395
267,2011-09-24,Winter,2011,Sep,Not Holiday,Sat,No,Misty,20.513348999999998,0.564412,86.25,5.2516811,1776,3647,5423
268,2011-09-25,Winter,2011,Sep,Not Holiday,Sun,No,Misty,21.805849000000002,0.572637,84.5,3.3754064,1544,3466,5010
269,2011-09-26,Winter,2011,Sep,Not Holiday,Mon,Yes,Misty,22.510849000000004,0.589042,84.8333,7.4169,684,3946,4630
270,2011-09-27,Winter,2011,Sep,Not Holiday,Tue,Yes,Misty,21.923348999999998,0.574525,88.5417,7.917457,477,3643,4120
271,2011-09-28,Winter,2011,Sep,Not Holiday,Wed,Yes,Misty,21.845,0.575158,84.875,9.958143000000002,480,3427,3907
272,2011-09-29,Winter,2011,Sep,Not Holiday,Thu,Yes,Clear,20.983348999999997,0.574512,69.91669999999999,11.583161,653,4186,4839
273,2011-09-30,Winter,2011,Sep,Not Holiday,Fri,Yes,Clear,18.515849,0.544829,64.75,13.833825,830,4372,5202
274,2011-10-01,Winter,2011,Oct,Not Holiday,Sat,No,Misty,11.27,0.412863,75.375,19.583832,480,1949,2429
275,2011-10-02,Winter,2011,Oct,Not Holiday,Sun,No,Misty,8.763349000000002,0.345317,79.1667,14.874870999999999,616,2302,2918
276,2011-10-03,Winter,2011,Oct,Not Holiday,Mon,Yes,Misty,10.055848999999998,0.392046,76.0833,5.5841686,330,3240,3570
277,2011-10-04,Winter,2011,Oct,Not Holiday,Tue,Yes,Clear,14.755849000000001,0.472858,71.0,13.792218,486,3970,4456
278,2011-10-05,Winter,2011,Oct,Not Holiday,Wed,Yes,Clear,17.301650999999996,0.527138,64.79169999999999,11.87575,559,4267,4826
279,2011-10-06,Winter,2011,Oct,Not Holiday,Thu,Yes,Clear,15.225849,0.480425,62.083299999999994,9.041917999999999,639,4126,4765
280,2011-10-07,Winter,2011,Oct,Not Holiday,Fri,Yes,Clear,16.009151,0.504404,68.41669999999999,1.5002439,949,4036,4985
281,2011-10-08,Winter,2011,Oct,Not Holiday,Sat,No,Clear,16.518349,0.513242,70.125,3.0420814,2235,3174,5409
282,2011-10-09,Winter,2011,Oct,Not Holiday,Sun,No,Clear,17.419151,0.523983,72.75,4.251150000000001,2397,3114,5511
283,2011-10-10,Winter,2011,Oct,Holiday,Mon,No,Clear,18.829151000000003,0.542925,73.375,2.8343814,1514,3603,5117
284,2011-10-11,Winter,2011,Oct,Not Holiday,Tue,Yes,Misty,18.633349000000003,0.546096,80.875,9.583814,667,3896,4563
285,2011-10-12,Winter,2011,Oct,Not Holiday,Wed,Yes,Light Rain,17.536651,0.517717,90.625,16.62605,217,2199,2416
286,2011-10-13,Winter,2011,Oct,Not Holiday,Thu,Yes,Misty,19.690849,0.551804,89.6667,9.499729,290,2623,2913
287,2011-10-14,Winter,2011,Oct,Not Holiday,Fri,Yes,Misty,17.889151000000002,0.529675,71.625,15.000161,529,3115,3644
288,2011-10-15,Winter,2011,Oct,Not Holiday,Sat,No,Clear,15.813348999999999,0.498725,48.3333,17.291561,1899,3318,5217
289,2011-10-16,Winter,2011,Oct,Not Holiday,Sun,No,Clear,16.048348999999998,0.503154,48.6667,18.875039,1748,3293,5041
290,2011-10-17,Winter,2011,Oct,Not Holiday,Mon,Yes,Clear,17.105849,0.510725,57.958299999999994,11.750393,713,3857,4570
291,2011-10-18,Winter,2011,Oct,Not Holiday,Tue,Yes,Misty,17.0275,0.522721,70.1667,7.375829,637,4111,4748
292,2011-10-19,Winter,2011,Oct,Not Holiday,Wed,Yes,Light Rain,17.461733,0.513848,89.52170000000001,16.303713,254,2170,2424
293,2011-10-20,Winter,2011,Oct,Not Holiday,Thu,Yes,Clear,14.364151,0.466525,63.625,28.292425,471,3724,4195
294,2011-10-21,Winter,2011,Oct,Not Holiday,Fri,Yes,Clear,12.092500000000001,0.423596,57.4167,14.833532,676,3628,4304
295,2011-10-22,Winter,2011,Oct,Not Holiday,Sat,No,Clear,11.857499999999998,0.425492,62.916700000000006,6.2086689,1499,2809,4308
296,2011-10-23,Winter,2011,Oct,Not Holiday,Sun,No,Clear,11.818349000000001,0.422333,74.125,6.6673375,1619,2762,4381
297,2011-10-24,Winter,2011,Oct,Not Holiday,Mon,Yes,Clear,13.776651000000001,0.457067,77.2083,7.959064,699,3488,4187
298,2011-10-25,Winter,2011,Oct,Not Holiday,Tue,Yes,Clear,14.168349,0.463375,62.291700000000006,11.166086,695,3992,4687
299,2011-10-26,Winter,2011,Oct,Not Holiday,Wed,Yes,Misty,14.755849000000001,0.472846,72.04169999999999,9.959014,404,3490,3894
300,2011-10-27,Winter,2011,Oct,Not Holiday,Thu,Yes,Misty,14.09,0.457046,81.2917,13.250121,240,2419,2659
301,2011-10-28,Winter,2011,Oct,Not Holiday,Fri,Yes,Misty,7.549151,0.318812,58.58330000000001,15.375093,456,3291,3747
302,2011-10-29,Winter,2011,Oct,Not Holiday,Sat,No,Light Rain,3.945848999999999,0.227913,88.25,23.541857,57,570,627
303,2011-10-30,Winter,2011,Oct,Not Holiday,Sun,No,Clear,7.000848999999999,0.321329,62.375,11.833339,885,2446,3331
304,2011-10-31,Winter,2011,Oct,Not Holiday,Mon,Yes,Clear,7.98,0.356063,70.3333,7.12545,362,3307,3669
305,2011-11-01,Winter,2011,Nov,Not Holiday,Tue,Yes,Clear,10.839151000000001,0.397088,68.375,9.083257,410,3658,4068
306,2011-11-02,Winter,2011,Nov,Not Holiday,Wed,Yes,Clear,9.7425,0.390133,71.875,5.5001439,370,3816,4186
307,2011-11-03,Winter,2011,Nov,Not Holiday,Thu,Yes,Clear,11.191651,0.405921,70.20830000000001,9.166739,318,3656,3974
308,2011-11-04,Winter,2011,Nov,Not Holiday,Fri,Yes,Misty,10.956651,0.403392,62.25000000000001,18.209193,470,3576,4046
309,2011-11-05,Winter,2011,Nov,Not Holiday,Sat,No,Clear,7.353349,0.323854,51.916700000000006,12.667154,1156,2770,3926
310,2011-11-06,Winter,2011,Nov,Not Holiday,Sun,No,Clear,8.371651,0.362358,73.4583,6.1676314,952,2697,3649
311,2011-11-07,Winter,2011,Nov,Not Holiday,Mon,Yes,Clear,10.565000000000001,0.400871,75.875,3.834075,373,3662,4035
312,2011-11-08,Winter,2011,Nov,Not Holiday,Tue,Yes,Clear,11.191651,0.412246,72.16669999999999,4.6255125,376,3829,4205
313,2011-11-09,Winter,2011,Nov,Not Holiday,Wed,Yes,Clear,10.8,0.409079,75.83330000000001,4.1671186,305,3804,4109
314,2011-11-10,Winter,2011,Nov,Not Holiday,Thu,Yes,Misty,9.86,0.373721,81.3333,12.667489000000002,190,2743,2933
315,2011-11-11,Winter,2011,Nov,Holiday,Fri,No,Clear,7.235849,0.306817,44.625,21.083225,440,2928,3368
316,2011-11-12,Winter,2011,Nov,Not Holiday,Sat,No,Clear,8.763349000000002,0.357942,55.2917,14.208154,1275,2792,4067
317,2011-11-13,Winter,2011,Nov,Not Holiday,Sun,No,Clear,12.719151,0.43055,45.8333,18.875307,1004,2713,3717
318,2011-11-14,Winter,2011,Nov,Not Holiday,Mon,Yes,Clear,16.91,0.524612,58.7083,20.541932,595,3891,4486
319,2011-11-15,Winter,2011,Nov,Not Holiday,Tue,Yes,Misty,16.91,0.507579,68.875,13.375411,449,3746,4195
320,2011-11-16,Winter,2011,Nov,Not Holiday,Wed,Yes,Light Rain,13.463349000000001,0.451988,93.0,9.167543,145,1672,1817
321,2011-11-17,Winter,2011,Nov,Not Holiday,Thu,Yes,Misty,8.058349,0.323221,57.5833,20.459254,139,2914,3053
322,2011-11-18,Winter,2011,Nov,Not Holiday,Fri,Yes,Clear,4.885849,0.272721,41.0,11.291711,245,3147,3392
323,2011-11-19,Winter,2011,Nov,Not Holiday,Sat,No,Clear,7.470848999999999,0.324483,50.208299999999994,15.041232,943,2720,3663
324,2011-11-20,Winter,2011,Nov,Not Holiday,Sun,No,Misty,13.776651000000001,0.457058,68.45830000000001,12.45865,787,2733,3520
325,2011-11-21,Winter,2011,Nov,Not Holiday,Mon,Yes,Light Rain,13.032499999999999,0.445062,91.0,9.249618,220,2545,2765
326,2011-11-22,Winter,2011,Nov,Not Holiday,Tue,Yes,Light Rain,11.583349000000002,0.421696,96.25,7.959064,69,1538,1607
327,2011-11-23,Winter,2011,Nov,Not Holiday,Wed,Yes,Misty,12.719151,0.430537,75.79169999999999,22.500275,112,2454,2566
328,2011-11-24,Winter,2011,Nov,Holiday,Thu,No,Clear,9.546651,0.372471,54.9167,11.209368000000001,560,935,1495
329,2011-11-25,Winter,2011,Nov,Not Holiday,Fri,Yes,Clear,9.625,0.380671,64.375,6.6260186,1095,1697,2792
330,2011-11-26,Winter,2011,Nov,Not Holiday,Sat,No,Clear,9.664151,0.385087,68.1667,4.5841936,1249,1819,3068
331,2011-11-27,Winter,2011,Nov,Not Holiday,Sun,No,Clear,13.580849,0.4558,69.8333,13.999918,810,2261,3071
332,2011-11-28,Winter,2011,Nov,Not Holiday,Mon,Yes,Clear,15.663466,0.490122,74.3043,9.522174,253,3614,3867
333,2011-11-29,Winter,2011,Nov,Not Holiday,Tue,Yes,Misty,13.541650999999998,0.451375,83.08330000000001,17.292164,96,2818,2914
334,2011-11-30,Winter,2011,Nov,Not Holiday,Wed,Yes,Clear,7.275,0.311221,61.3333,18.167586,188,3425,3613
335,2011-12-01,Winter,2011,Des,Not Holiday,Thu,Yes,Clear,6.6875,0.305554,52.4583,14.750586,182,3545,3727
336,2011-12-02,Winter,2011,Des,Not Holiday,Fri,Yes,Clear,6.765848999999999,0.331433,62.583299999999994,6.750518,268,3672,3940
337,2011-12-03,Winter,2011,Des,Not Holiday,Sat,No,Clear,6.060849000000001,0.310604,61.291700000000006,6.4174811,706,2908,3614
338,2011-12-04,Winter,2011,Des,Not Holiday,Sun,No,Clear,7.549151,0.3491,77.5833,5.6252061,634,2851,3485
339,2011-12-05,Winter,2011,Des,Not Holiday,Mon,Yes,Misty,10.134151,0.393925,82.70830000000001,4.1679561000000005,233,3578,3811
340,2011-12-06,Winter,2011,Des,Not Holiday,Tue,Yes,Light Rain,13.7375,0.4564,94.9583,15.583061,126,2468,2594
341,2011-12-07,Winter,2011,Des,Not Holiday,Wed,Yes,Light Rain,11.27,0.400246,97.04169999999999,17.833725,50,655,705
342,2011-12-08,Winter,2011,Des,Not Holiday,Thu,Yes,Clear,4.494150999999999,0.256938,57.99999999999999,16.083886,150,3172,3322
343,2011-12-09,Winter,2011,Des,Not Holiday,Fri,Yes,Clear,5.669151000000001,0.317542,69.58330000000001,5.5420189,261,3359,3620
344,2011-12-10,Winter,2011,Des,Not Holiday,Sat,No,Clear,4.925000000000001,0.266412,50.74999999999999,15.625807,502,2688,3190
345,2011-12-11,Winter,2011,Des,Not Holiday,Sun,No,Clear,2.3791510000000002,0.253154,49.0,4.458293899999999,377,2366,2743
346,2011-12-12,Winter,2011,Des,Not Holiday,Mon,Yes,Clear,3.201651,0.270196,67.08330000000001,4.251150000000001,143,3167,3310
347,2011-12-13,Winter,2011,Des,Not Holiday,Tue,Yes,Clear,5.277499999999998,0.301138,59.0,9.41685,155,3368,3523
348,2011-12-14,Winter,2011,Des,Not Holiday,Wed,Yes,Misty,6.922499999999999,0.338362,66.375,4.0842061,178,3562,3740
349,2011-12-15,Winter,2011,Des,Not Holiday,Thu,Yes,Misty,11.857499999999998,0.412237,63.416700000000006,17.958814,181,3528,3709
350,2011-12-16,Winter,2011,Des,Not Holiday,Fri,Yes,Misty,9.625,0.359825,50.0417,17.458525,178,3399,3577
351,2011-12-17,Winter,2011,Des,Not Holiday,Sat,No,Misty,4.1416509999999995,0.249371,56.0833,16.292189,275,2464,2739
352,2011-12-18,Winter,2011,Des,Not Holiday,Sun,No,Clear,3.201651,0.245579,58.62500000000001,11.375193000000001,220,2211,2431
353,2011-12-19,Winter,2011,Des,Not Holiday,Mon,Yes,Clear,5.003349,0.280933,63.74999999999999,11.584031999999999,260,3143,3403
354,2011-12-20,Winter,2011,Des,Not Holiday,Tue,Yes,Misty,10.134151,0.396454,59.5417,4.1252436,216,3534,3750
355,2011-12-21,Spring,2011,Des,Not Holiday,Wed,Yes,Misty,12.131651000000002,0.428017,85.83330000000001,14.8338,107,2553,2660
356,2011-12-22,Spring,2011,Des,Not Holiday,Thu,Yes,Misty,11.896651000000002,0.426121,75.75,3.1674249999999997,227,2841,3068
357,2011-12-23,Spring,2011,Des,Not Holiday,Fri,Yes,Clear,9.546651,0.377513,68.625,18.374482,163,2046,2209
358,2011-12-24,Spring,2011,Des,Not Holiday,Sat,No,Clear,6.217499999999999,0.299242,54.25,12.750368,155,856,1011
359,2011-12-25,Spring,2011,Des,Not Holiday,Sun,No,Clear,4.914801000000001,0.279961,68.13040000000001,10.391097,303,451,754
360,2011-12-26,Spring,2011,Des,Holiday,Mon,No,Clear,7.121732999999999,0.315535,50.6957,16.044155,430,887,1317
361,2011-12-27,Spring,2011,Des,Not Holiday,Tue,Yes,Misty,7.275,0.327633,76.25,12.62615,103,1059,1162
362,2011-12-28,Spring,2011,Des,Not Holiday,Wed,Yes,Clear,6.05911,0.279974,50.39130000000001,19.695386999999997,255,2047,2302
363,2011-12-29,Spring,2011,Des,Not Holiday,Thu,Yes,Clear,3.6716510000000007,0.263892,57.4167,8.000604000000001,254,2169,2423
364,2011-12-30,Spring,2011,Des,Not Holiday,Fri,Yes,Clear,6.648349000000001,0.318812,63.6667,9.000579,491,2508,2999
365,2011-12-31,Spring,2011,Des,Not Holiday,Sat,No,Clear,11.27,0.414121,61.583299999999994,14.750318,665,1820,2485
366,2012-01-01,Spring,2012,Jan,Not Holiday,Sun,No,Clear,9.39,0.375621,69.25,12.875189,686,1608,2294
