instant,date,season,year,month,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,count
367,2012-01-02,Spring,2012,Jan,Holiday,Mon,No,Clear,4.833020999999999,0.252304,38.130399999999995,22.087555,244,1707,1951
368,2012-01-03,Spring,2012,Jan,Not Holiday,Tue,Yes,Clear,-0.9500000000000002,0.126275,44.125,24.499957000000002,89,2147,2236
369,2012-01-04,Spring,2012,Jan,Not Holiday,Wed,Yes,Misty,-2.9475,0.119337,41.4583,12.3749,95,2273,2368
370,2012-01-05,Spring,2012,Jan,Not Holiday,Thu,Yes,Clear,4.494150999999999,0.278412,52.416700000000006,8.709128999999999,140,3132,3272
371,2012-01-06,Spring,2012,Jan,Not Holiday,Fri,Yes,Clear,7.705848999999999,0.340267,54.2083,11.249836,307,3791,4098
372,2012-01-07,Spring,2012,Jan,Not Holiday,Sat,No,Clear,10.486650999999998,0.390779,53.1667,11.708786,1070,3451,4521
373,2012-01-08,Spring,2012,Jan,Not Holiday,Sun,No,Clear,7.862500000000001,0.340258,46.5,12.833314,599,2826,3425
374,2012-01-09,Spring,2012,Jan,Not Holiday,Mon,Yes,Misty,2.5358490000000007,0.247479,70.1667,6.6263000000000005,106,2270,2376
375,2012-01-10,Spring,2012,Jan,Not Holiday,Tue,Yes,Clear,6.508712000000001,0.318826,64.65220000000001,12.565984,173,3425,3598
376,2012-01-11,Spring,2012,Jan,Not Holiday,Wed,Yes,Misty,4.885849,0.282821,84.75,8.791807,92,2085,2177
377,2012-01-12,Spring,2012,Jan,Not Holiday,Thu,Yes,Misty,9.9775,0.381938,80.2917,12.124789,269,3828,4097
378,2012-01-13,Spring,2012,Jan,Not Holiday,Fri,Yes,Clear,4.885849,0.249362,50.74999999999999,25.333236,174,3040,3214
379,2012-01-14,Spring,2012,Jan,Not Holiday,Sat,No,Clear,0.4599999999999991,0.183087,45.75,12.541260999999999,333,2160,2493
380,2012-01-15,Spring,2012,Jan,Not Holiday,Sun,No,Clear,-0.16665099999999988,0.161625,41.9167,16.834286,284,2027,2311
381,2012-01-16,Spring,2012,Jan,Holiday,Mon,No,Clear,0.9299999999999997,0.190663,52.25,15.500986000000001,217,2081,2298
382,2012-01-17,Spring,2012,Jan,Not Holiday,Tue,Yes,Misty,9.533021000000002,0.364278,71.6087,23.39171,127,2808,2935
383,2012-01-18,Spring,2012,Jan,Not Holiday,Wed,Yes,Clear,6.2566510000000015,0.275254,44.333299999999994,27.833743,109,3267,3376
384,2012-01-19,Spring,2012,Jan,Not Holiday,Thu,Yes,Clear,0.9299999999999997,0.190038,49.75,14.750586,130,3162,3292
385,2012-01-20,Spring,2012,Jan,Not Holiday,Fri,Yes,Misty,2.2225,0.220958,45.0,13.58425,115,3048,3163
386,2012-01-21,Spring,2012,Jan,Not Holiday,Sat,No,Misty,0.14665099999999853,0.174875,83.125,14.917014,67,1234,1301
387,2012-01-22,Spring,2012,Jan,Not Holiday,Sun,No,Misty,-0.3624999999999998,0.16225,79.625,13.375746000000001,196,1781,1977
388,2012-01-23,Spring,2012,Jan,Not Holiday,Mon,Yes,Misty,2.2616510000000005,0.243058,91.125,7.417436,145,2287,2432
389,2012-01-24,Spring,2012,Jan,Not Holiday,Tue,Yes,Clear,8.0975,0.349108,83.58330000000001,8.292389,439,3900,4339
390,2012-01-25,Spring,2012,Jan,Not Holiday,Wed,Yes,Clear,5.825849,0.294821,64.375,10.791756999999999,467,3803,4270
391,2012-01-26,Spring,2012,Jan,Not Holiday,Thu,Yes,Misty,8.058349,0.35605,76.95830000000001,4.9175186,244,3831,4075
392,2012-01-27,Spring,2012,Jan,Not Holiday,Fri,Yes,Misty,11.974999999999998,0.415383,74.125,22.958689,269,3187,3456
393,2012-01-28,Spring,2012,Jan,Not Holiday,Sat,No,Clear,6.844150999999998,0.326379,54.333299999999994,14.125542999999999,775,3248,4023
394,2012-01-29,Spring,2012,Jan,Not Holiday,Sun,No,Clear,5.277499999999998,0.272721,31.125000000000004,16.08335,558,2685,3243
395,2012-01-30,Spring,2012,Jan,Not Holiday,Mon,Yes,Clear,4.650848999999999,0.262625,40.0833,14.458064,126,3498,3624
396,2012-01-31,Spring,2012,Jan,Not Holiday,Tue,Yes,Clear,10.330000000000002,0.381317,41.6667,17.541739,324,4185,4509
397,2012-02-01,Spring,2012,Feb,Not Holiday,Wed,Yes,Clear,14.050849,0.466538,50.79169999999999,12.667489000000002,304,4275,4579
398,2012-02-02,Spring,2012,Feb,Not Holiday,Thu,Yes,Misty,10.760849,0.398971,67.29169999999999,12.541528999999999,190,3571,3761
399,2012-02-03,Spring,2012,Feb,Not Holiday,Fri,Yes,Clear,6.726650999999999,0.309346,52.6667,11.959232,310,3841,4151
400,2012-02-04,Spring,2012,Feb,Not Holiday,Sat,No,Misty,4.415849,0.272725,77.95830000000001,8.167032,384,2448,2832
401,2012-02-05,Spring,2012,Feb,Not Holiday,Sun,No,Misty,4.494150999999999,0.264521,68.7917,11.791732000000001,318,2629,2947
402,2012-02-06,Spring,2012,Feb,Not Holiday,Mon,Yes,Clear,5.282622999999999,0.296426,62.2174,10.304599999999999,206,3578,3784
403,2012-02-07,Spring,2012,Feb,Not Holiday,Tue,Yes,Clear,8.645849000000002,0.361104,49.625,9.874393000000001,199,4176,4375
404,2012-02-08,Spring,2012,Feb,Not Holiday,Wed,Yes,Misty,4.063348999999999,0.266421,72.2917,8.959307,109,2693,2802
405,2012-02-09,Spring,2012,Feb,Not Holiday,Thu,Yes,Clear,4.455,0.261988,56.2083,13.000478999999999,163,3667,3830
406,2012-02-10,Spring,2012,Feb,Not Holiday,Fri,Yes,Misty,5.1991510000000005,0.293558,54.0,7.834243000000001,227,3604,3831
407,2012-02-11,Spring,2012,Feb,Not Holiday,Sat,No,Light Rain,2.5358490000000007,0.210867,73.125,19.416332,192,1977,2169
408,2012-02-12,Spring,2012,Feb,Not Holiday,Sun,No,Clear,-2.0075000000000003,0.101658,46.4583,27.417204,73,1456,1529
409,2012-02-13,Spring,2012,Feb,Not Holiday,Mon,Yes,Clear,2.4574999999999996,0.227913,41.125,11.207961,94,3328,3422
410,2012-02-14,Spring,2012,Feb,Not Holiday,Tue,Yes,Misty,7.000848999999999,0.333946,50.875,9.458993,135,3787,3922
411,2012-02-15,Spring,2012,Feb,Not Holiday,Wed,Yes,Clear,8.371651,0.351629,53.125,12.167200000000001,141,4028,4169
412,2012-02-16,Spring,2012,Feb,Not Holiday,Thu,Yes,Misty,6.883348999999999,0.330162,75.29169999999999,6.125475000000001,74,2931,3005
413,2012-02-17,Spring,2012,Feb,Not Holiday,Fri,Yes,Clear,8.136651,0.351629,63.4583,13.791682,349,3805,4154
414,2012-02-18,Spring,2012,Feb,Not Holiday,Sat,No,Clear,8.293349,0.355425,53.4583,12.792243,1435,2883,4318
415,2012-02-19,Spring,2012,Feb,Not Holiday,Sun,No,Misty,5.160000000000002,0.265788,51.5833,16.958504,618,2071,2689
416,2012-02-20,Spring,2012,Feb,Holiday,Mon,No,Clear,5.160000000000002,0.273391,50.7826,15.348561,502,2627,3129
417,2012-02-21,Spring,2012,Feb,Not Holiday,Tue,Yes,Clear,5.5278220000000005,0.295113,59.434799999999996,13.783039,163,3614,3777
418,2012-02-22,Spring,2012,Feb,Not Holiday,Wed,Yes,Clear,10.604150999999998,0.392667,56.7917,15.709557,394,4379,4773
419,2012-02-23,Spring,2012,Feb,Not Holiday,Thu,Yes,Clear,13.345849000000001,0.444446,55.45830000000001,12.791171,516,4546,5062
420,2012-02-24,Spring,2012,Feb,Not Holiday,Fri,Yes,Misty,11.1525,0.410971,73.75,15.916989,246,3241,3487
421,2012-02-25,Spring,2012,Feb,Not Holiday,Sat,No,Clear,5.669151000000001,0.255675,39.5833,28.250014,317,2415,2732
422,2012-02-26,Spring,2012,Feb,Not Holiday,Sun,No,Clear,5.120849,0.268308,41.0,13.750342999999999,515,2874,3389
423,2012-02-27,Spring,2012,Feb,Not Holiday,Mon,Yes,Clear,9.233349,0.357954,49.0833,17.958211000000002,253,4069,4322
424,2012-02-28,Spring,2012,Feb,Not Holiday,Tue,Yes,Clear,8.880849000000001,0.353525,39.5833,12.958939,229,4134,4363
425,2012-02-29,Spring,2012,Feb,Not Holiday,Wed,Yes,Misty,8.184356000000001,0.34847,80.4783,12.000839,65,1769,1834
426,2012-03-01,Spring,2012,Mar,Not Holiday,Thu,Yes,Clear,14.834151000000002,0.475371,61.5417,15.208129,325,4665,4990
427,2012-03-02,Spring,2012,Mar,Not Holiday,Fri,Yes,Misty,8.606651,0.359842,65.7083,9.708568,246,2948,3194
428,2012-03-03,Spring,2012,Mar,Not Holiday,Sat,No,Misty,11.465848999999999,0.413492,62.125,10.792293,956,3110,4066
429,2012-03-04,Spring,2012,Mar,Not Holiday,Sun,No,Clear,7.314150999999999,0.303021,40.3333,22.416257,710,2713,3423
430,2012-03-05,Spring,2012,Mar,Not Holiday,Mon,Yes,Clear,3.4366509999999995,0.241171,50.625,15.333486,203,3130,3333
431,2012-03-06,Spring,2012,Mar,Not Holiday,Tue,Yes,Clear,4.1416509999999995,0.255042,45.6667,13.458625,221,3735,3956
432,2012-03-07,Spring,2012,Mar,Not Holiday,Wed,Yes,Clear,10.995849,0.3851,51.3333,23.167193,432,4484,4916
433,2012-03-08,Spring,2012,Mar,Not Holiday,Thu,Yes,Clear,16.792499999999997,0.524604,56.75,29.584721,486,4896,5382
434,2012-03-09,Spring,2012,Mar,Not Holiday,Fri,Yes,Misty,11.309151,0.397083,40.708299999999994,27.7916,447,4122,4569
435,2012-03-10,Spring,2012,Mar,Not Holiday,Sat,No,Clear,5.512499999999999,0.277767,35.0417,15.125250000000001,968,3150,4118
436,2012-03-11,Spring,2012,Mar,Not Holiday,Sun,No,Clear,9.001732999999998,0.35967,47.6957,14.913329000000001,1658,3253,4911
437,2012-03-12,Spring,2012,Mar,Not Holiday,Mon,Yes,Clear,13.933349,0.459592,48.9167,13.916771,838,4460,5298
438,2012-03-13,Spring,2012,Mar,Not Holiday,Tue,Yes,Clear,18.554999999999996,0.542929,61.75000000000001,15.87565,762,5085,5847
439,2012-03-14,Spring,2012,Mar,Not Holiday,Wed,Yes,Clear,18.9075,0.548617,50.708299999999994,7.709154,997,5315,6312
440,2012-03-15,Spring,2012,Mar,Not Holiday,Thu,Yes,Clear,18.2025,0.532825,57.958299999999994,10.042161,1005,5187,6192
441,2012-03-16,Spring,2012,Mar,Not Holiday,Fri,Yes,Misty,12.484151,0.436229,84.20830000000001,7.583864,548,3830,4378
442,2012-03-17,Spring,2012,Mar,Not Holiday,Sat,No,Misty,16.165849,0.505046,75.5833,7.417168,3155,4681,7836
443,2012-03-18,Spring,2012,Mar,Not Holiday,Sun,No,Misty,14.2075,0.464,81.0,8.501161,2207,3685,5892
444,2012-03-19,Spring,2012,Mar,Not Holiday,Mon,Yes,Clear,17.615000000000002,0.532821,72.875,10.875238999999999,982,5171,6153
445,2012-03-20,Spring,2012,Mar,Not Holiday,Tue,Yes,Clear,18.359151,0.538533,80.7917,8.125157,1051,5042,6093
446,2012-03-21,Summer,2012,Mar,Not Holiday,Wed,Yes,Misty,16.988349,0.513258,82.125,6.000406099999999,1122,5108,6230
447,2012-03-22,Summer,2012,Mar,Not Holiday,Thu,Yes,Clear,18.045848999999997,0.531567,83.125,7.876654,1334,5537,6871
448,2012-03-23,Summer,2012,Mar,Not Holiday,Fri,Yes,Misty,20.278349,0.570067,69.41669999999999,7.7921000000000005,2469,5893,8362
449,2012-03-24,Summer,2012,Mar,Not Holiday,Sat,No,Misty,15.617499999999996,0.486733,88.5417,12.916461,1033,2339,3372
450,2012-03-25,Summer,2012,Mar,Not Holiday,Sun,No,Misty,12.5625,0.437488,88.0833,14.791924999999999,1532,3464,4996
451,2012-03-26,Summer,2012,Mar,Not Holiday,Mon,Yes,Clear,12.954151,0.43875,47.7917,25.917007,795,4763,5558
452,2012-03-27,Summer,2012,Mar,Not Holiday,Tue,Yes,Clear,7.196650999999999,0.315654,28.999999999999996,12.541864,531,4571,5102
453,2012-03-28,Summer,2012,Mar,Not Holiday,Wed,Yes,Clear,14.755849000000001,0.47095,48.125,19.541957,674,5024,5698
454,2012-03-29,Summer,2012,Mar,Not Holiday,Thu,Yes,Clear,15.225849,0.482304,43.9167,21.41655,834,5299,6133
455,2012-03-30,Summer,2012,Mar,Not Holiday,Fri,Yes,Misty,9.39,0.375621,58.0833,9.250489,796,4663,5459
456,2012-03-31,Summer,2012,Mar,Not Holiday,Sat,No,Misty,11.935849000000001,0.421708,73.83330000000001,16.791338999999997,2301,3934,6235
457,2012-04-01,Summer,2012,April,Not Holiday,Sun,No,Misty,12.014151000000002,0.417287,67.625,11.541889,2347,3694,6041
458,2012-04-02,Summer,2012,April,Not Holiday,Mon,Yes,Clear,12.393911,0.427513,50.4348,20.913313,1208,4728,5936
459,2012-04-03,Summer,2012,April,Not Holiday,Tue,Yes,Clear,13.933349,0.461483,39.6667,6.708911,1348,5424,6772
460,2012-04-04,Summer,2012,April,Not Holiday,Wed,Yes,Clear,17.458349000000002,0.53345,46.958299999999994,12.125325,1058,5378,6436
461,2012-04-05,Summer,2012,April,Not Holiday,Thu,Yes,Clear,12.445,0.431163,37.416700000000006,14.708443,1192,5265,6457
462,2012-04-06,Summer,2012,April,Not Holiday,Fri,Yes,Clear,10.956651,0.390767,37.7083,20.125996,1807,4653,6460
463,2012-04-07,Summer,2012,April,Not Holiday,Sat,No,Clear,12.5625,0.426129,25.4167,18.416356999999998,3252,3605,6857
464,2012-04-08,Summer,2012,April,Not Holiday,Sun,No,Clear,15.5,0.492425,27.5833,15.583931999999999,2230,2939,5169
465,2012-04-09,Summer,2012,April,Not Holiday,Mon,Yes,Clear,14.990849,0.476638,31.75,23.999132,905,4680,5585
466,2012-04-10,Summer,2012,April,Not Holiday,Tue,Yes,Clear,12.993348999999998,0.436233,43.5,16.708125000000003,819,5099,5918
467,2012-04-11,Summer,2012,April,Not Holiday,Wed,Yes,Clear,8.388712000000002,0.337274,46.9565,19.783358,482,4380,4862
468,2012-04-12,Summer,2012,April,Not Holiday,Thu,Yes,Clear,10.682500000000001,0.387604,46.625,19.458743,663,4746,5409
469,2012-04-13,Summer,2012,April,Not Holiday,Fri,Yes,Clear,12.7975,0.431808,40.8333,10.416557,1252,5146,6398
470,2012-04-14,Summer,2012,April,Not Holiday,Sat,No,Clear,15.265,0.487996,50.29169999999999,12.791439,2795,4665,7460
471,2012-04-15,Summer,2012,April,Not Holiday,Sun,No,Clear,20.513348999999998,0.573875,50.79169999999999,15.083643,2846,4286,7132
472,2012-04-16,Summer,2012,April,Holiday,Mon,No,Clear,23.215849,0.614925,56.166700000000006,19.083543,1198,5172,6370
473,2012-04-17,Summer,2012,April,Not Holiday,Tue,Yes,Clear,20.591651,0.598487,39.0417,18.333143,989,5702,6691
474,2012-04-18,Summer,2012,April,Not Holiday,Wed,Yes,Misty,13.776651000000001,0.457038,56.9167,11.250104,347,4020,4367
475,2012-04-19,Summer,2012,April,Not Holiday,Thu,Yes,Clear,15.421651,0.493046,61.25000000000001,4.417256399999999,846,5719,6565
476,2012-04-20,Summer,2012,April,Not Holiday,Fri,Yes,Clear,16.753349,0.515775,69.4583,10.041357,1340,5950,7290
477,2012-04-21,Summer,2012,April,Not Holiday,Sat,No,Clear,18.79,0.542921,68.2917,19.000328999999997,2541,4083,6624
478,2012-04-22,Summer,2012,April,Not Holiday,Sun,No,Light Rain,10.643349,0.389504,83.54169999999999,23.084582,120,907,1027
479,2012-04-23,Summer,2012,April,Not Holiday,Mon,Yes,Misty,7.1183489999999985,0.301125,76.66669999999999,20.334232,195,3019,3214
480,2012-04-24,Summer,2012,April,Not Holiday,Tue,Yes,Clear,11.426651,0.405283,45.4167,16.708661,518,5115,5633
481,2012-04-25,Summer,2012,April,Not Holiday,Wed,Yes,Clear,14.403348999999999,0.470317,42.7917,7.959064,655,5541,6196
482,2012-04-26,Summer,2012,April,Not Holiday,Thu,Yes,Misty,15.421651,0.483583,75.66669999999999,11.833875,475,4551,5026
483,2012-04-27,Summer,2012,April,Not Holiday,Fri,Yes,Clear,13.502500000000001,0.452637,40.0833,23.291411,1014,5219,6233
484,2012-04-28,Summer,2012,April,Not Holiday,Sat,No,Misty,9.703349,0.377504,48.9583,8.708325,1120,3100,4220
485,2012-04-29,Summer,2012,April,Not Holiday,Sun,No,Clear,13.541650999999998,0.450121,58.7083,7.8328359999999995,2229,4075,6304
486,2012-04-30,Summer,2012,April,Not Holiday,Mon,Yes,Misty,13.815849,0.457696,56.99999999999999,11.499746,665,4907,5572
487,2012-05-01,Summer,2012,May,Not Holiday,Tue,Yes,Misty,20.826651000000002,0.577021,65.95830000000001,10.458432,653,5087,5740
488,2012-05-02,Summer,2012,May,Not Holiday,Wed,Yes,Clear,18.515849,0.537896,79.7083,9.249885999999998,667,5502,6169
489,2012-05-03,Summer,2012,May,Not Holiday,Thu,Yes,Misty,18.320000000000004,0.537242,76.83330000000001,8.957632,764,5657,6421
490,2012-05-04,Summer,2012,May,Not Holiday,Fri,Yes,Clear,21.492499999999996,0.590917,73.54169999999999,10.916846,1069,5227,6296
491,2012-05-05,Summer,2012,May,Not Holiday,Sat,No,Misty,21.218349,0.584608,75.66669999999999,10.250464,2496,4387,6883
492,2012-05-06,Summer,2012,May,Not Holiday,Sun,No,Misty,18.4375,0.546737,74.0,10.041893,2135,4224,6359
493,2012-05-07,Summer,2012,May,Not Holiday,Mon,Yes,Misty,17.2625,0.527142,66.41669999999999,15.458307000000001,1008,5265,6273
494,2012-05-08,Summer,2012,May,Not Holiday,Tue,Yes,Misty,19.338349,0.557471,68.58330000000001,19.833942999999998,738,4990,5728
495,2012-05-09,Summer,2012,May,Not Holiday,Wed,Yes,Misty,19.025,0.553025,74.4167,14.499604,620,4097,4717
496,2012-05-10,Summer,2012,May,Not Holiday,Thu,Yes,Clear,15.774151,0.491783,55.2083,21.042220999999998,1026,5546,6572
497,2012-05-11,Summer,2012,May,Not Holiday,Fri,Yes,Clear,17.066650999999997,0.520833,36.0417,15.874779,1319,5711,7030
498,2012-05-12,Summer,2012,May,Not Holiday,Sat,No,Clear,18.515849,0.544817,48.0417,8.249911,2622,4807,7429
499,2012-05-13,Summer,2012,May,Not Holiday,Sun,No,Clear,20.7875,0.585238,57.62500000000001,15.082839,2172,3946,6118
500,2012-05-14,Summer,2012,May,Not Holiday,Mon,Yes,Misty,18.946651,0.5499,78.95830000000001,14.250364,342,2501,2843
501,2012-05-15,Summer,2012,May,Not Holiday,Tue,Yes,Misty,20.748348999999997,0.576404,79.45830000000001,9.875264,625,4490,5115
502,2012-05-16,Summer,2012,May,Not Holiday,Wed,Yes,Clear,21.923348999999998,0.595975,69.7917,8.208304,991,6433,7424
503,2012-05-17,Summer,2012,May,Not Holiday,Thu,Yes,Clear,19.886651,0.572613,52.0,15.374825000000001,1242,6142,7384
504,2012-05-18,Summer,2012,May,Not Holiday,Fri,Yes,Clear,18.515849,0.551121,52.33330000000001,9.166739,1521,6118,7639
505,2012-05-19,Summer,2012,May,Not Holiday,Sat,No,Clear,20.2,0.566908,45.625,5.626325,3410,4884,8294
506,2012-05-20,Summer,2012,May,Not Holiday,Sun,No,Clear,21.179150999999997,0.583967,53.041700000000006,17.042589,2704,4425,7129
507,2012-05-21,Summer,2012,May,Not Holiday,Mon,Yes,Misty,20.121651,0.565667,81.125,15.624668,630,3729,4359
508,2012-05-22,Summer,2012,May,Not Holiday,Tue,Yes,Misty,20.905,0.580825,76.5833,7.917189,819,5254,6073
509,2012-05-23,Summer,2012,May,Not Holiday,Wed,Yes,Misty,21.218349,0.584612,77.45830000000001,6.834,766,4494,5260
510,2012-05-24,Summer,2012,May,Not Holiday,Thu,Yes,Clear,22.785,0.6067,71.6667,11.584031999999999,1059,5711,6770
511,2012-05-25,Summer,2012,May,Not Holiday,Fri,Yes,Clear,23.96,0.627529,74.70830000000001,9.41685,1417,5317,6734
512,2012-05-26,Summer,2012,May,Not Holiday,Sat,No,Clear,24.5475,0.642696,73.25,13.332464,2855,3681,6536
513,2012-05-27,Summer,2012,May,Not Holiday,Sun,No,Clear,24.43,0.641425,69.7083,14.416457,3283,3308,6591
514,2012-05-28,Summer,2012,May,Holiday,Mon,No,Clear,25.487500000000004,0.6793,67.625,13.166907,2557,3486,6043
515,2012-05-29,Summer,2012,May,Not Holiday,Tue,Yes,Clear,25.957500000000003,0.672992,68.45830000000001,19.7918,880,4863,5743
516,2012-05-30,Summer,2012,May,Not Holiday,Wed,Yes,Misty,22.863349,0.611129,67.0,9.000043,745,6110,6855
517,2012-05-31,Summer,2012,May,Not Holiday,Thu,Yes,Clear,23.96,0.631329,49.2917,13.083693,1100,6238,7338
518,2012-06-01,Summer,2012,June,Not Holiday,Fri,Yes,Misty,22.745849000000003,0.607962,75.5417,15.916720999999999,533,3594,4127
519,2012-06-02,Summer,2012,June,Not Holiday,Sat,No,Clear,19.416650999999998,0.566288,54.9167,12.499654,2795,5325,8120
520,2012-06-03,Summer,2012,June,Not Holiday,Sun,No,Clear,20.317500000000003,0.575133,49.3333,12.333829,2494,5147,7641
521,2012-06-04,Summer,2012,June,Not Holiday,Mon,Yes,Clear,20.082500000000003,0.578283,48.7083,19.083811,1071,5927,6998
522,2012-06-05,Summer,2012,June,Not Holiday,Tue,Yes,Misty,17.419151,0.525892,61.3333,14.041525,968,6033,7001
523,2012-06-06,Summer,2012,June,Not Holiday,Wed,Yes,Clear,18.045848999999997,0.542292,61.12499999999999,5.167375,1027,6028,7055
524,2012-06-07,Summer,2012,June,Not Holiday,Thu,Yes,Clear,20.317500000000003,0.569442,56.7083,10.542449999999999,1038,6456,7494
525,2012-06-08,Summer,2012,June,Not Holiday,Fri,Yes,Clear,22.510849000000004,0.597862,46.791700000000006,11.750661000000001,1488,6248,7736
526,2012-06-09,Summer,2012,June,Not Holiday,Sat,No,Clear,25.409151,0.648367,43.7083,9.667229,2708,4790,7498
527,2012-06-10,Summer,2012,June,Not Holiday,Sun,No,Clear,26.153349,0.663517,53.833299999999994,8.959307,2224,4374,6598
528,2012-06-11,Summer,2012,June,Not Holiday,Mon,Yes,Misty,25.879151,0.659721,58.791700000000006,13.916771,1017,5647,6664
529,2012-06-12,Summer,2012,June,Not Holiday,Tue,Yes,Misty,22.706651,0.597875,83.3333,14.374581999999998,477,4495,4972
530,2012-06-13,Summer,2012,June,Not Holiday,Wed,Yes,Clear,22.824151,0.611117,58.2083,22.999693,1173,6248,7421
531,2012-06-14,Summer,2012,June,Not Holiday,Thu,Yes,Clear,22.471651,0.624383,56.958299999999994,17.000111,1180,6183,7363
532,2012-06-15,Summer,2012,June,Not Holiday,Fri,Yes,Clear,22.040849,0.599754,58.958299999999994,11.833339,1563,6102,7665
533,2012-06-16,Summer,2012,June,Not Holiday,Sat,No,Clear,21.688349,0.594708,50.416700000000006,11.166689,2963,4739,7702
534,2012-06-17,Summer,2012,June,Not Holiday,Sun,No,Clear,19.8475,0.571975,59.875,9.708568,2634,4344,6978
535,2012-06-18,Summer,2012,June,Not Holiday,Mon,Yes,Misty,18.711651,0.544842,77.79169999999999,11.707982000000001,653,4446,5099
536,2012-06-19,Summer,2012,June,Not Holiday,Tue,Yes,Clear,24.351650999999997,0.654692,69.0,9.917139,968,5857,6825
537,2012-06-20,Summer,2012,June,Not Holiday,Wed,Yes,Clear,28.777499999999996,0.720975,59.2083,7.625404,872,5339,6211
538,2012-06-21,Fall,2012,June,Not Holiday,Thu,Yes,Clear,29.874150999999998,0.752542,56.7917,7.958729,778,5127,5905
539,2012-06-22,Fall,2012,June,Not Holiday,Fri,Yes,Clear,28.542499999999997,0.724121,57.375,12.250414000000001,964,4859,5823
540,2012-06-23,Fall,2012,June,Not Holiday,Sat,No,Clear,26.388348999999998,0.652792,53.4583,12.041307,2657,4801,7458
541,2012-06-24,Fall,2012,June,Not Holiday,Sun,No,Clear,26.936650999999998,0.674254,47.9167,9.750174999999999,2551,4340,6891
542,2012-06-25,Fall,2012,June,Not Holiday,Mon,Yes,Clear,25.644151,0.654042,50.416700000000006,20.125661,1139,5640,6779
543,2012-06-26,Fall,2012,June,Not Holiday,Tue,Yes,Clear,21.649151,0.594704,37.3333,23.292014,1077,6365,7442
544,2012-06-27,Fall,2012,June,Not Holiday,Wed,Yes,Clear,24.7825,0.640792,36.0,18.208925,1077,6258,7335
545,2012-06-28,Fall,2012,June,Not Holiday,Thu,Yes,Clear,27.210849000000003,0.675512,42.25,11.50055,921,5958,6879
546,2012-06-29,Fall,2012,June,Not Holiday,Fri,Yes,Clear,31.205849,0.786613,48.875,11.082939000000001,829,4634,5463
